face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair
fbhm_faces/10572_face0.png,White,White,Male,30-39,"[9.3604183e-01 1.0313737e-03 5.2937600e-03 9.7047778e-06 2.0529640e-05
 3.2175513e-04 5.7281017e-02]",[9.9069434e-01 4.4427994e-03 9.7633725e-05 4.7651730e-03],[0.9974783  0.00252169],"[3.60097965e-06 1.14790804e-04 3.30149406e-03 2.73165673e-01
 6.72075987e-01 5.01696393e-02 1.09676784e-03 6.47294873e-05
 7.28018540e-06]"
fbhm_faces/20815_face4.png,East Asian,Asian,Male,30-39,"[3.1313872e-01 1.7478758e-02 2.0690126e-02 4.4429779e-01 2.5645008e-02
 4.0619113e-04 1.7834347e-01]",[2.7174282e-01 5.1452108e-03 7.2297943e-01 1.3258039e-04],[0.88012964 0.11987037],"[0.00195249 0.00340281 0.00944079 0.21437502 0.32185256 0.23387632
 0.17111708 0.04035037 0.0036326 ]"
fbhm_faces/32875_face0.png,Black,Black,Male,20-29,"[8.9501400e-06 9.8346388e-01 4.2719542e-04 9.1763295e-06 3.3509283e-04
 1.5752111e-02 3.6426770e-06]",[2.3937751e-05 9.9334389e-01 2.1463622e-04 6.4175096e-03],[9.999269e-01 7.304157e-05],"[3.0229351e-08 4.9178975e-06 7.3927301e-03 6.7912954e-01 2.9547399e-01
 1.7726572e-02 2.7077761e-04 1.4587614e-06 4.4598693e-08]"
fbhm_faces/36178_face0.png,Middle Eastern,White,Male,30-39,"[0.08467186 0.00430948 0.13818267 0.00245294 0.00445511 0.00514156
 0.76078635]",[0.63417155 0.13109039 0.10391883 0.13081923],[9.999244e-01 7.559860e-05],"[8.1416516e-08 1.2879299e-06 1.0886233e-03 3.4537703e-01 6.0077751e-01
 5.1776811e-02 9.5996249e-04 1.8199957e-05 5.2102911e-07]"
fbhm_faces/36459_face1.png,Black,Black,Male,20-29,"[1.1635078e-03 8.2030588e-01 2.6367158e-02 6.6523912e-04 4.1209506e-03
 8.2550906e-02 6.4826295e-02]",[0.00536408 0.95236254 0.01200272 0.03027073],[0.9667728  0.03322722],"[5.8292947e-04 5.9036415e-02 2.2657481e-01 5.0171548e-01 1.8288568e-01
 2.7693398e-02 1.2186177e-03 2.4501485e-04 4.7715839e-05]"
fbhm_faces/17369_face1.png,East Asian,White,Male,50-59,"[6.1733969e-02 4.6189688e-04 9.2402752e-03 8.8259900e-01 4.2971555e-02
 3.9541268e-05 2.9537310e-03]",[6.8832719e-01 4.0239879e-04 3.1108359e-01 1.8683507e-04],[9.9945664e-01 5.4333446e-04],"[9.1848975e-05 1.3225951e-04 1.7314609e-03 2.7116165e-02 1.3328761e-01
 3.2178158e-01 4.1888085e-01 9.4006866e-02 2.9713816e-03]"
fbhm_faces/32168_face0.png,Middle Eastern,White,Male,20-29,"[4.2851123e-01 3.7870204e-04 1.2167886e-01 3.1443179e-04 4.2165632e-04
 4.2094463e-03 4.4448575e-01]",[9.7669542e-01 4.9633114e-04 1.8366099e-03 2.0971611e-02],[0.99149203 0.00850801],"[5.6560640e-07 3.4785329e-04 3.7955782e-01 6.0672283e-01 1.3197727e-02
 1.7228286e-04 8.6520618e-07 6.8507113e-08 5.1749254e-09]"
fbhm_faces/71634_face0.png,White,White,Male,30-39,"[7.2557819e-01 2.3082081e-05 2.0761875e-02 1.7359409e-04 3.9558651e-04
 8.2676671e-04 2.5224090e-01]",[9.9783260e-01 1.2680129e-04 6.1389623e-04 1.4266713e-03],[9.9996036e-01 3.9637380e-05],"[3.5900371e-06 1.6951812e-05 2.6171186e-03 7.9168759e-02 5.3387630e-01
 3.7206662e-01 1.1955497e-02 2.8935366e-04 5.9063509e-06]"
fbhm_faces/53064_face0.png,White,White,Female,20-29,"[9.9961644e-01 2.5617252e-08 1.1729731e-04 4.5531042e-06 3.1992622e-06
 6.3867833e-07 2.5795196e-04]",[9.9983293e-01 4.8622906e-07 1.5119453e-04 1.5428473e-05],[4.381000e-06 9.999956e-01],"[4.18080717e-08 5.81794993e-05 2.83250194e-02 6.27037108e-01
 3.04733843e-01 3.95599343e-02 2.82569323e-04 3.27396083e-06
 1.07113316e-07]"
fbhm_faces/89056_face1.png,White,White,Male,30-39,"[9.9927676e-01 1.2206603e-07 8.3294755e-05 7.4855132e-07 1.6444617e-06
 8.4991149e-07 6.3662528e-04]",[9.9980587e-01 1.1899658e-05 1.4453566e-04 3.7709811e-05],[9.999866e-01 1.344427e-05],"[3.1351103e-08 2.3642785e-06 2.5450680e-03 2.3168437e-01 5.8623159e-01
 1.7678164e-01 2.7427191e-03 1.1984445e-05 2.1898737e-07]"
fbhm_faces/68193_face0.png,Middle Eastern,Indian,Male,30-39,"[4.0130041e-04 2.1515918e-05 5.7791732e-03 3.3981221e-06 1.3752679e-04
 3.3501063e-02 9.6015602e-01]",[0.00286527 0.00209585 0.00444094 0.99059796],[9.9993855e-01 6.1448722e-05],"[2.11978931e-06 4.73962282e-05 2.57807435e-03 3.18893403e-01
 5.59153199e-01 1.17865086e-01 1.40653574e-03 5.22082482e-05
 1.97763120e-06]"
fbhm_faces/71294_face3.png,White,White,Male,30-39,"[6.4381862e-01 2.8037336e-02 3.0936632e-02 4.7620932e-05 1.8727397e-04
 2.3539426e-02 2.7343306e-01]",[0.94895595 0.03302018 0.00600492 0.01201896],[9.9979836e-01 2.0166344e-04],"[1.7300767e-05 2.0944292e-04 4.2437431e-03 2.2615105e-01 5.5851370e-01
 1.8042691e-01 2.8749513e-02 1.6062731e-03 8.2164755e-05]"
fbhm_faces/65904_face0.png,White,White,Male,50-59,"[6.4071864e-01 3.7446251e-04 3.8259856e-02 1.5726129e-03 1.1322319e-03
 1.4513310e-02 3.0342886e-01]",[9.8414415e-01 4.3612774e-04 4.8867188e-04 1.4931045e-02],[9.9986297e-01 1.3707181e-04],"[6.3020561e-05 3.5965317e-05 7.6378870e-04 7.2679715e-03 4.2159840e-02
 2.3748846e-01 5.2551281e-01 1.8114683e-01 5.5612097e-03]"
fbhm_faces/06537_face1.png,White,White,Male,20-29,"[8.9466399e-01 7.6010526e-04 6.3822486e-02 4.0509502e-05 6.8932481e-05
 5.8286441e-03 3.4815218e-02]",[9.89396036e-01 8.54525657e-04 1.17560376e-04 9.63190384e-03],[9.9999398e-01 6.0597845e-06],"[1.3612575e-08 1.0889607e-06 1.7152516e-03 7.0735639e-01 2.8626978e-01
 4.6405247e-03 1.6567381e-05 3.7839638e-07 1.1077493e-08]"
fbhm_faces/10328_face0.png,White,White,Female,10-19,"[9.2044592e-01 2.0865011e-05 3.8808446e-02 4.3883608e-04 4.6341357e-04
 2.0678937e-04 3.9615717e-02]",[9.8843104e-01 1.6436388e-04 8.8014230e-03 2.6031912e-03],[0.06054697 0.93945307],"[1.4109803e-06 2.7632958e-03 5.0645995e-01 4.4135228e-01 4.8461687e-02
 9.5325202e-04 7.8152916e-06 2.5907519e-07 7.4066162e-09]"
fbhm_faces/80916_face0.png,White,White,Female,20-29,"[9.3096519e-01 5.0486640e-05 1.7346768e-02 1.7099769e-03 1.1082530e-03
 5.6138722e-04 4.8257958e-02]",[9.9387044e-01 1.1565917e-05 2.1024852e-03 4.0155007e-03],[0.04575121 0.9542488 ],"[1.6682146e-05 5.1070317e-03 4.7391203e-01 4.9751717e-01 2.2913987e-02
 5.2840845e-04 4.2914144e-06 2.9483741e-07 8.3455497e-08]"
fbhm_faces/97508_face0.png,White,White,Female,30-39,"[9.9423605e-01 6.9052490e-05 4.8320242e-03 2.4899857e-06 7.7747500e-06
 3.9792081e-05 8.1284746e-04]",[9.9982637e-01 3.5746434e-05 1.0058145e-04 3.7207570e-05],[7.3946983e-05 9.9992603e-01],"[8.1798129e-07 5.2229072e-05 2.7711054e-03 1.5034220e-01 6.0407931e-01
 2.3272868e-01 9.8182485e-03 2.0463188e-04 2.7565904e-06]"
fbhm_faces/39061_face1.png,Latino_Hispanic,Black,Male,60-69,"[0.02789555 0.36585116 0.5255029  0.00066318 0.00576091 0.02529848
 0.04902778]",[0.00827208 0.9839609  0.0028041  0.00496295],[9.99987364e-01 1.25721035e-05],"[1.8474777e-04 1.2133629e-04 3.9801662e-04 1.6187987e-04 1.0845569e-03
 3.1873018e-02 2.9728341e-01 6.4252037e-01 2.6372753e-02]"
fbhm_faces/03728_face0.png,White,White,Male,40-49,"[0.44484493 0.06833214 0.22309454 0.0034049  0.00795005 0.01518958
 0.23718382]",[0.74499035 0.18835716 0.03074444 0.03590811],[9.9967629e-01 3.2375727e-04],"[1.0981253e-05 1.8361636e-05 4.2328713e-04 3.7542429e-02 3.7370110e-01
 5.0338966e-01 7.7286094e-02 7.1058758e-03 5.2231288e-04]"
fbhm_faces/96380_face0.png,White,White,Female,50-59,"[0.6667619  0.00197331 0.23215501 0.00324672 0.00999654 0.01206208
 0.07380451]",[9.9646509e-01 5.7600126e-05 2.9708189e-03 5.0653529e-04],[1.9763375e-04 9.9980235e-01],"[5.5434457e-06 1.2057690e-05 4.4707453e-05 5.4614770e-04 2.0062160e-02
 1.7419003e-01 4.8806432e-01 2.9423803e-01 2.2836989e-02]"
fbhm_faces/16437_face0.png,Black,Black,Male,30-39,"[2.7173245e-04 9.6876585e-01 2.6001364e-02 5.2295541e-06 1.4386048e-04
 4.3417490e-03 4.7027858e-04]",[1.5880995e-04 9.9574715e-01 6.7808956e-05 4.0262006e-03],[9.999172e-01 8.285498e-05],"[4.0945620e-06 3.5097488e-05 2.4413571e-03 3.2563359e-01 6.3896507e-01
 3.2665636e-02 2.5350976e-04 1.5960105e-06 5.2510696e-08]"
fbhm_faces/08695_face5.png,Indian,Indian,Male,10-19,"[1.3044993e-02 1.8406902e-04 2.8639042e-01 1.3255534e-03 1.1301816e-02
 6.7734087e-01 1.0412241e-02]",[1.26415845e-02 2.14632411e-04 1.35021713e-02 9.73641634e-01],[0.9961722  0.00382781],"[3.9327366e-05 9.1188610e-02 8.5398453e-01 4.9689680e-02 4.7696615e-03
 3.2174547e-04 5.7284456e-06 5.8494726e-07 1.6933825e-08]"
fbhm_faces/62485_face0.png,Latino_Hispanic,Indian,Male,30-39,"[1.8578019e-02 2.1834623e-02 5.5200750e-01 5.2118336e-05 5.6799874e-04
 3.7034318e-01 3.6616638e-02]",[0.06911309 0.14135785 0.00940711 0.7801219 ],[9.9999213e-01 7.8908097e-06],"[6.5707434e-07 6.5020777e-06 7.6017581e-04 2.8888115e-01 6.5966040e-01
 5.0149489e-02 5.3401524e-04 7.5413309e-06 8.4337309e-08]"
fbhm_faces/65012_face1.png,White,White,Male,40-49,"[5.6058627e-01 1.3884748e-04 1.6647236e-02 2.5010685e-02 6.6100666e-03
 2.0606769e-03 3.8894618e-01]",[0.8578223  0.00089981 0.1180928  0.0231851 ],[9.9996120e-01 3.8842292e-05],"[5.7156194e-06 3.7841726e-06 7.9811551e-05 2.0075180e-03 4.4220384e-02
 4.8786470e-01 3.9760870e-01 6.6565126e-02 1.6443608e-03]"
fbhm_faces/38251_face0.png,Indian,Black,Male,30-39,"[7.4437592e-04 4.8017091e-01 1.3180126e-02 5.5246592e-06 1.4376060e-04
 4.9652538e-01 9.2300382e-03]",[0.00655853 0.8319597  0.00103542 0.16044633],[9.9998224e-01 1.7716529e-05],"[6.18195963e-06 1.17584881e-04 4.39942442e-03 2.18768239e-01
 6.13668501e-01 1.53166562e-01 9.43197403e-03 4.26883256e-04
 1.46793745e-05]"
fbhm_faces/79652_face8.png,Indian,Asian,Female,20-29,"[0.01936359 0.18004711 0.17862076 0.03620057 0.10382959 0.4737689
 0.00816948]",[0.03563303 0.12449511 0.67086196 0.16900986],[0.04947801 0.95052195],"[1.3701004e-05 9.2620188e-03 3.0002266e-01 6.0710979e-01 7.7811345e-02
 5.6288349e-03 1.3600352e-04 1.4527602e-05 1.1702795e-06]"
fbhm_faces/98547_face15.png,White,White,Male,20-29,"[8.0683511e-01 5.1651779e-04 4.1730800e-03 2.0064341e-02 5.2534253e-03
 1.3400441e-03 1.6181748e-01]",[0.9607243  0.01115387 0.02012975 0.00799214],[0.86103195 0.13896805],"[1.2261206e-05 2.3660038e-03 1.7188859e-01 7.2900486e-01 9.3492992e-02
 3.1199437e-03 1.0133466e-04 1.2427414e-05 1.6019454e-06]"
fbhm_faces/54083_face1.png,Black,Indian,Male,30-39,"[5.38337044e-03 6.56235337e-01 2.46311948e-02 5.93453115e-06
 1.21061166e-04 2.42579579e-01 7.10435584e-02]",[1.0784762e-01 2.3500946e-01 4.7392823e-04 6.5666902e-01],[9.9995983e-01 4.0193725e-05],"[1.32749187e-06 9.29614271e-06 4.74655448e-04 1.17327236e-01
 6.73057020e-01 1.83945611e-01 2.12756768e-02 3.67010036e-03
 2.39005880e-04]"
fbhm_faces/41035_face0.png,Black,Indian,Female,20-29,"[8.9607500e-03 6.7740953e-01 2.6304420e-02 1.6815196e-04 9.5395716e-03
 2.7711660e-01 5.0096796e-04]",[0.00295218 0.2852543  0.00137304 0.7104205 ],[0.0034889 0.9965111],"[6.1117539e-08 6.3789521e-05 2.3531199e-02 8.3590436e-01 1.3846275e-01
 2.0207400e-03 1.6752452e-05 3.4744232e-07 1.8880067e-08]"
fbhm_faces/21096_face0.png,White,White,Female,20-29,"[9.9497682e-01 7.5849312e-05 3.0829846e-03 2.0636313e-05 2.1529284e-05
 7.0360293e-05 1.7517703e-03]",[9.7602934e-01 2.1462422e-02 1.6048948e-03 9.0333313e-04],[4.3977758e-05 9.9995601e-01],"[6.7572546e-07 3.5800177e-04 2.1647638e-02 6.9166392e-01 2.7642834e-01
 9.7544128e-03 1.4536723e-04 1.5588170e-06 9.7208328e-08]"
fbhm_faces/73241_face0.png,White,White,Female,30-39,"[9.5212173e-01 5.7951338e-06 3.2971946e-03 8.1183470e-04 3.3443805e-04
 2.5238012e-05 4.3403786e-02]",[9.9787146e-01 1.1531077e-05 2.0823479e-03 3.4638611e-05],[2.8949295e-05 9.9997103e-01],"[3.59091530e-07 1.31595789e-05 6.34470070e-03 3.20984036e-01
 5.35675049e-01 1.32072598e-01 4.78995917e-03 1.18941956e-04
 1.19589015e-06]"
fbhm_faces/16478_face0.png,White,White,Male,50-59,"[9.9318200e-01 3.1985869e-04 3.8203606e-03 6.3950953e-05 3.1247881e-04
 3.8626074e-04 1.9149974e-03]",[9.9974465e-01 3.8008504e-05 1.5350652e-04 6.3794381e-05],[9.9997580e-01 2.4201456e-05],"[8.3441528e-06 7.6545721e-06 1.7838315e-04 7.7609537e-04 9.0611670e-03
 1.2467762e-01 5.2986556e-01 3.2300419e-01 1.2420948e-02]"
fbhm_faces/64025_face0.png,White,White,Male,40-49,"[9.1966307e-01 3.4646504e-03 2.1864206e-02 6.7532021e-03 7.0324359e-03
 8.9045597e-04 4.0331952e-02]",[9.9849528e-01 3.5829825e-04 1.0700453e-03 7.6304001e-05],[9.990182e-01 9.818089e-04],"[8.49986009e-07 8.48442426e-07 8.21291105e-05 3.51144411e-02
 3.15125763e-01 5.34756303e-01 1.10090435e-01 4.60765092e-03
 2.21532056e-04]"
fbhm_faces/71635_face0.png,White,White,Male,50-59,"[8.9628637e-01 2.2003629e-04 5.1067922e-02 1.6827105e-03 2.2043404e-03
 1.8238248e-03 4.6714820e-02]",[0.9796273  0.00120006 0.01287819 0.00629449],[0.9971797  0.00282031],"[2.7259366e-05 7.8739977e-05 4.2798948e-03 3.1552576e-02 1.3579209e-01
 3.7264565e-01 3.9381203e-01 5.8893491e-02 2.9182658e-03]"
fbhm_faces/82163_face0.png,White,White,Female,20-29,"[9.9760300e-01 2.0522351e-05 7.2467665e-04 4.2303591e-06 1.7577387e-06
 6.2691292e-06 1.6395843e-03]",[9.8837781e-01 1.0648127e-02 8.4465591e-04 1.2936587e-04],[0.00191285 0.99808717],"[2.7729848e-06 3.0354757e-04 1.3449697e-02 7.6577109e-01 2.0762981e-01
 1.2484347e-02 3.5499258e-04 3.5932380e-06 1.4154504e-07]"
fbhm_faces/51367_face0.png,White,White,Male,10-19,"[9.9714184e-01 4.4803772e-05 1.6399197e-03 8.4155276e-05 1.7524385e-04
 1.5083746e-05 8.9904515e-04]",[0.9953519  0.00166661 0.00177007 0.00121139],[9.999197e-01 8.027174e-05],"[2.6340907e-05 4.4528086e-02 7.4498355e-01 1.7023942e-01 3.4022979e-02
 5.8525545e-03 3.2733698e-04 1.8350840e-05 1.4449485e-06]"
fbhm_faces/05798_face2.png,Latino_Hispanic,Black,Female,20-29,"[6.9163494e-02 1.7115209e-01 7.3622781e-01 1.9949737e-04 8.1064063e-04
 1.2250332e-02 1.0196107e-02]",[0.0825471  0.7827319  0.00371513 0.13100593],[8.6917375e-05 9.9991304e-01],"[3.5263534e-07 8.7867485e-04 1.2936360e-01 7.9755026e-01 7.1643658e-02
 5.6002865e-04 3.4407979e-06 3.5578378e-08 3.5530767e-10]"
fbhm_faces/68597_face3.png,East Asian,Asian,Male,40-49,"[1.04204565e-02 9.90324770e-05 1.42990500e-02 7.91093051e-01
 1.82331041e-01 1.38073065e-03 3.76605487e-04]",[2.2942541e-02 2.8411305e-04 9.6694070e-01 9.8325526e-03],[9.995257e-01 4.742475e-04],"[8.66453047e-06 5.59347864e-05 3.37213161e-03 8.90619457e-02
 3.85738701e-01 4.05636400e-01 1.05283596e-01 1.06039681e-02
 2.38679553e-04]"
fbhm_faces/43095_face0.png,Indian,Indian,Male,10-19,"[1.1561320e-03 1.3846734e-01 3.1913735e-02 6.9324742e-05 3.4749780e-03
 8.2439095e-01 5.2753545e-04]",[0.00226942 0.12516226 0.01131649 0.86125183],[0.98865765 0.01134238],"[1.7837417e-06 1.9983703e-03 6.1034667e-01 3.5542655e-01 2.9730236e-02
 2.3846347e-03 1.0294140e-04 8.2889692e-06 5.3475111e-07]"
fbhm_faces/26708_face0.png,White,White,Male,30-39,"[7.9030901e-01 1.0548874e-02 1.2580068e-01 6.7080237e-04 1.0056879e-03
 2.0283364e-02 5.1381659e-02]",[0.95863754 0.01835058 0.00385352 0.01915837],[0.7452267 0.2547733],"[9.9192228e-05 1.2858709e-03 1.9930055e-02 2.7803734e-01 3.5842860e-01
 2.3582427e-01 8.3412133e-02 1.9818265e-02 3.1643519e-03]"
fbhm_faces/74650_face0.png,White,White,Male,30-39,"[9.9353963e-01 9.5881041e-06 1.8749080e-03 1.4665412e-05 2.0752574e-05
 1.3959779e-04 4.4008009e-03]",[9.9848098e-01 1.4542107e-04 1.0606456e-04 1.2675555e-03],[9.9998438e-01 1.5571333e-05],"[9.0160884e-06 9.5777250e-05 1.0260899e-02 2.7110657e-01 5.2266365e-01
 1.7755872e-01 1.7879512e-02 4.1605689e-04 9.7146549e-06]"
fbhm_faces/26043_face0.png,Southeast Asian,Black,Female,20-29,"[2.4631799e-03 1.6269159e-01 1.7124388e-01 3.3303536e-02 4.1440025e-01
 2.1573702e-01 1.6057526e-04]",[0.00816965 0.9452831  0.01724309 0.02930415],[0.43827626 0.5617237 ],"[1.1980458e-08 2.3201230e-05 1.2333178e-01 8.0298394e-01 7.2614729e-02
 1.0375144e-03 8.6078553e-06 1.5015081e-07 4.1799502e-09]"
fbhm_faces/40826_face0.png,White,White,Male,20-29,"[9.9873120e-01 4.9184850e-06 7.0666964e-04 1.1296828e-05 1.1995749e-05
 2.5324346e-06 5.3147576e-04]",[9.9997699e-01 4.9643158e-06 1.0632272e-05 7.4013201e-06],[9.9999356e-01 6.3805783e-06],"[2.7371664e-07 5.7958082e-06 2.5944754e-03 5.0017083e-01 4.7444612e-01
 2.2556970e-02 2.2184628e-04 3.5817593e-06 6.6118560e-08]"
fbhm_faces/19536_face0.png,White,White,Female,20-29,"[9.7121632e-01 4.3768802e-04 2.1692814e-02 1.6527390e-05 1.2046048e-05
 7.0225121e-04 5.9222891e-03]",[9.9563092e-01 1.5653319e-04 1.0190644e-04 4.1106693e-03],[2.0709047e-04 9.9979287e-01],"[5.7890816e-08 1.1203384e-05 1.1595224e-02 7.8231293e-01 2.0405272e-01
 2.0085203e-03 1.9041174e-05 3.2549258e-07 5.6159677e-09]"
fbhm_faces/70381_face0.png,Indian,Indian,Male,30-39,"[1.9529220e-05 9.0873726e-02 1.0259250e-03 1.6989010e-06 3.7009481e-04
 9.0535122e-01 2.3578051e-03]",[6.2876410e-05 1.7190014e-01 3.7425200e-03 8.2429445e-01],[0.9920046  0.00799548],"[3.3905224e-07 4.2573079e-06 2.4434971e-04 4.0945303e-02 6.6594291e-01
 2.7743840e-01 1.4904939e-02 4.9825315e-04 2.1230067e-05]"
fbhm_faces/16537_face0.png,White,White,Female,0-2,"[9.9516737e-01 4.4707886e-06 2.7732807e-04 6.1723479e-04 8.2943319e-05
 8.6394566e-06 3.8420248e-03]",[9.9859846e-01 1.7320128e-05 1.3491677e-03 3.5065397e-05],[0.48269346 0.51730657],"[9.9713784e-01 2.8254488e-03 8.2503602e-06 1.2057020e-05 1.0411988e-05
 4.4586668e-06 1.2339053e-06 1.5882189e-07 4.8068809e-08]"
fbhm_faces/92876_face6.png,Latino_Hispanic,Indian,Male,3-9,"[0.00861545 0.00189069 0.68496084 0.01431736 0.09417285 0.18746471
 0.00857808]",[0.00281534 0.00149319 0.2490672  0.74662423],[0.56755275 0.4324473 ],"[1.0311251e-04 6.0379112e-01 3.9328894e-01 2.5800876e-03 2.1998674e-04
 1.5970432e-05 5.6814582e-07 1.4163336e-07 1.5683296e-08]"
fbhm_faces/86135_face2.png,East Asian,White,Female,20-29,"[1.8068403e-01 2.3067128e-03 1.5010463e-01 4.9062133e-01 1.7295401e-01
 3.3618178e-04 2.9931874e-03]",[0.7888429  0.00802743 0.201323   0.00180664],[0.00133685 0.9986632 ],"[1.0763288e-05 2.4877302e-03 1.0361090e-01 7.5557554e-01 1.2998785e-01
 7.8129917e-03 4.4620998e-04 6.5844106e-05 2.1803196e-06]"
fbhm_faces/93650_face1.png,Middle Eastern,White,Male,20-29,"[0.42016143 0.02909072 0.07912424 0.01061684 0.00580788 0.02784877
 0.4273502 ]",[0.9588201  0.02923746 0.00855553 0.00338699],[0.5294434  0.47055662],"[0.00048404 0.00850348 0.07747465 0.42866793 0.35514116 0.10307153
 0.02202449 0.00385297 0.00077973]"
fbhm_faces/31568_face1.png,White,White,Male,50-59,"[8.5865176e-01 4.1721646e-02 3.9977618e-02 7.3867413e-05 6.0455728e-04
 5.8482282e-02 4.8829010e-04]",[0.6739562  0.02842537 0.00199936 0.2956191 ],[9.999785e-01 2.149995e-05],"[1.4873334e-06 8.3528657e-06 2.1624246e-04 5.2474588e-03 4.8473094e-02
 2.4412651e-01 6.8233907e-01 1.9203238e-02 3.8459260e-04]"
fbhm_faces/36947_face0.png,East Asian,Asian,Female,20-29,"[3.7548274e-02 5.6934962e-04 1.2674958e-01 6.5700150e-01 6.7837223e-02
 3.7330292e-02 7.2963856e-02]",[0.03848144 0.00787904 0.8509159  0.10272359],[1.4116781e-04 9.9985880e-01],"[1.3681516e-07 6.8424612e-05 3.2842841e-02 7.9201853e-01 1.6961941e-01
 5.3543271e-03 9.1054317e-05 5.1018378e-06 1.3445492e-07]"
fbhm_faces/98047_face0.png,White,White,Male,30-39,"[9.7754037e-01 2.7797392e-05 3.1366306e-03 3.3231136e-06 1.0117979e-05
 1.6819066e-04 1.9113585e-02]",[9.9670404e-01 1.4770795e-04 1.3899083e-04 3.0092308e-03],[9.9987447e-01 1.2553085e-04],"[1.4315609e-07 1.8677158e-06 3.1831002e-04 1.6741574e-01 7.2705328e-01
 1.0251251e-01 2.6415600e-03 5.4140455e-05 2.3648040e-06]"
fbhm_faces/61840_face3.png,Black,Black,Female,20-29,"[7.7592494e-04 9.8052865e-01 1.6878813e-03 5.4511372e-03 4.3245396e-03
 5.7717706e-03 1.4601116e-03]",[5.0210115e-04 9.8856997e-01 2.8758978e-03 8.0521107e-03],[0.34826013 0.65173984],"[0.00022693 0.0195955  0.06094637 0.20007305 0.19613986 0.13830714
 0.12286534 0.16687907 0.09496673]"
fbhm_faces/24051_face3.png,White,White,Female,50-59,"[0.3860734  0.07166477 0.32868138 0.06237644 0.08937255 0.04139749
 0.02043405]",[0.5916973  0.00663739 0.38977104 0.01189434],[0.00535651 0.9946435 ],"[1.7115573e-05 1.1757205e-04 5.2912848e-04 5.3486610e-03 2.8003810e-02
 1.6777098e-01 4.3357533e-01 3.3643427e-01 2.8203066e-02]"
fbhm_faces/71528_face1.png,White,White,Male,30-39,"[9.8162609e-01 3.9935632e-05 1.2754808e-02 3.8224149e-05 4.6610709e-05
 1.9533851e-04 5.2990192e-03]",[9.9957830e-01 1.1604819e-04 1.6303184e-04 1.4261132e-04],[9.9998373e-01 1.6286305e-05],"[9.8341026e-08 1.1890830e-06 8.9216795e-05 6.6005252e-02 7.0160836e-01
 2.2849722e-01 3.7613593e-03 3.6578796e-05 7.9029905e-07]"
fbhm_faces/14530_face8.png,White,White,Female,20-29,"[9.9295074e-01 9.7583352e-06 1.8584956e-03 2.0722109e-05 3.9485378e-05
 6.1061274e-04 4.5101861e-03]",[9.75959897e-01 2.15189741e-03 1.12228656e-04 2.17760168e-02],[0.4053515  0.59464854],"[1.8358198e-05 1.9083450e-03 4.5644533e-02 5.9327668e-01 3.2541007e-01
 3.2930806e-02 7.8992167e-04 1.8248744e-05 3.1583695e-06]"
fbhm_faces/42853_face0.png,Black,Black,Male,50-59,"[3.5293789e-03 8.8482386e-01 3.2154866e-02 2.1515132e-05 3.8632864e-04
 7.7387221e-02 1.6968661e-03]",[6.9496292e-04 9.9513108e-01 6.2496925e-05 4.1114963e-03],[9.9998456e-01 1.5383719e-05],"[2.2669090e-05 2.6219865e-05 1.4627984e-04 4.0947301e-03 8.4493093e-02
 3.9721620e-01 4.5007041e-01 6.2612154e-02 1.3182482e-03]"
fbhm_faces/63719_face0.png,White,White,Female,20-29,"[0.4132519  0.00851696 0.35319123 0.07476953 0.05961779 0.07131234
 0.01934018]",[0.4595115  0.17590167 0.18840499 0.17618187],[0.01231144 0.98768854],"[1.4438959e-07 1.4979244e-05 2.1324389e-02 6.2714159e-01 3.3700013e-01
 1.4177562e-02 3.3602410e-04 5.0571302e-06 7.5796962e-08]"
fbhm_faces/24756_face3.png,White,White,Female,30-39,"[9.9907690e-01 1.0924075e-06 3.4129573e-04 4.8830989e-05 2.4723106e-05
 2.2773278e-05 4.8441190e-04]",[9.9990863e-01 2.1934941e-06 5.8215632e-05 3.0933395e-05],[0.00441653 0.9955835 ],"[6.9906296e-06 7.2609185e-04 1.7728657e-02 2.7968937e-01 3.5176519e-01
 3.1889555e-01 3.0323742e-02 8.1128348e-04 5.3151332e-05]"
fbhm_faces/17290_face0.png,White,White,Female,10-19,"[9.8700613e-01 2.3777601e-07 4.4550956e-04 1.0269831e-02 4.7904058e-04
 1.0195268e-05 1.7890647e-03]",[9.8073620e-01 3.6105819e-05 1.9023800e-02 2.0386811e-04],[0.01068448 0.9893155 ],"[3.4826789e-05 1.1445551e-01 8.6333263e-01 2.1488773e-02 6.3209789e-04
 5.3033957e-05 2.7119158e-06 3.5227839e-07 7.2078144e-08]"
fbhm_faces/59028_face2.png,Black,Black,Female,30-39,"[1.0042313e-04 9.3131506e-01 2.0660202e-03 2.0188631e-05 6.7971816e-04
 6.5606520e-02 2.1200447e-04]",[2.6642613e-04 8.3422709e-01 1.6411080e-04 1.6534236e-01],[0.00159339 0.99840665],"[5.1241364e-07 3.2772474e-05 4.4675758e-03 4.2387593e-01 4.9147972e-01
 7.3667385e-02 6.1645731e-03 3.0222433e-04 9.2831433e-06]"
